"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,1.66,,
"ISR","Israel","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1.57,,
"ISR","Israel","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,1.49,,
"ISR","Israel","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,1.78,,
"ISR","Israel","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.435,,
"ISR","Israel","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.42,,
"ISR","Israel","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.419,,
"ISR","Israel","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.431,,
"ISR","Israel","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.212,,
"ISR","Israel","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.194,,
"ISR","Israel","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.199,,
"ISR","Israel","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.206,,
"ISR","Israel","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.481,,
"ISR","Israel","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.479,,
"ISR","Israel","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.469,,
"ISR","Israel","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.483,,
"ISR","Israel","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.304,,
"ISR","Israel","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.266,,
"ISR","Israel","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.263,,
"ISR","Israel","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.29,,
"ISR","Israel","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,5.6,,
"ISR","Israel","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,6,,
"ISR","Israel","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,5.6,,
"ISR","Israel","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P90P10","Interdecile ratio P90/P10","0","Units",,,6,,
"ISR","Israel","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"ISR","Israel","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"ISR","Israel","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,2.2,,
"ISR","Israel","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"ISR","Israel","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,2.5,,
"ISR","Israel","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,2.6,,
"ISR","Israel","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,2.5,,
"ISR","Israel","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P50P10","Interdecile ratio P50/P10","0","Units",,,2.6,,
"ISR","Israel","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,7.1,,
"ISR","Israel","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,7.2,,
"ISR","Israel","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,6.8,,
"ISR","Israel","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,7.7,,
"ISR","Israel","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,827899,,
"ISR","Israel","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,861779,,
"ISR","Israel","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,904779,,
"ISR","Israel","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","PER","Persons","0","Units",,,955533,,
"SVN","Slovenia","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.261,,
"SVN","Slovenia","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.252,,
"SVN","Slovenia","GINI","Gini (disposable income, post taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.256,,
"SVN","Slovenia","CPI2010","Consumer Price Index (base 2010=100)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","IDX","Index","0","Units",,,105.9470799,,
"SVN","Slovenia","CPI2010","Consumer Price Index (base 2010=100)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","IDX","Index","0","Units",,,105.8888412,,
"SVN","Slovenia","CPI2010","Consumer Price Index (base 2010=100)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","IDX","Index","0","Units",,,107.4021454,,
"SVN","Slovenia","ECTOTAL","Total earnings (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,2415,,
"SVN","Slovenia","ECTOTAL","Total earnings (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,2570,,
"SVN","Slovenia","ECTOTAL","Total earnings (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,2679,,
"SVN","Slovenia","SECTOTAL","Income from self-employment (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,413,,
"SVN","Slovenia","SECTOTAL","Income from self-employment (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,419,,
"SVN","Slovenia","SECTOTAL","Income from self-employment (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,361,,
"SVN","Slovenia","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,-1084,,
"SVN","Slovenia","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,-1114,,
"SVN","Slovenia","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,-1170,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.669389,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.654935,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.644073,,
"SVN","Slovenia","INCCTOTAL","Mean disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,13468,,
"SVN","Slovenia","INCCTOTAL","Mean disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,13743,,
"SVN","Slovenia","INCCTOTAL","Mean disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,14025,,
"SVN","Slovenia","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.779,,
"SVN","Slovenia","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.783,,
"SVN","Slovenia","GINIB","Gini (market income, before taxes and transfers)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.797,,
"SVN","Slovenia","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,601,,
"SVN","Slovenia","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,613,,
"SVN","Slovenia","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,543,,
"SVN","Slovenia","TRRCTOTAL","Current transfers received (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,10877,,
"SVN","Slovenia","TRRCTOTAL","Current transfers received (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,11163,,
"SVN","Slovenia","TRRCTOTAL","Current transfers received (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,11443,,
"SVN","Slovenia","MEDIANC","Median disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,12123,,
"SVN","Slovenia","MEDIANC","Median disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,12381,,
"SVN","Slovenia","MEDIANC","Median disposable income (current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,12420,,
"SVN","Slovenia","TRPCTOTAL","Current transfers paid (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,-1159,,
"SVN","Slovenia","TRPCTOTAL","Current transfers paid (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,-1166,,
"SVN","Slovenia","TRPCTOTAL","Current transfers paid (Current prices)","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,-1240,,
"SVN","Slovenia","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.89,,
"SVN","Slovenia","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.85,,
"SVN","Slovenia","PALMA","Palma ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.88,,
"SVN","Slovenia","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.814,,
"SVN","Slovenia","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.82,,
"SVN","Slovenia","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.83,,
"SVN","Slovenia","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.135,,
"SVN","Slovenia","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.123,,
"SVN","Slovenia","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.132,,
"SVN","Slovenia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.835,,
"SVN","Slovenia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.839,,
"SVN","Slovenia","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.852,,
"SVN","Slovenia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.218,,
"SVN","Slovenia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.2,,
"SVN","Slovenia","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.23,,
"SVN","Slovenia","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.4,,
"SVN","Slovenia","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.2,,
"SVN","Slovenia","P90P10","P90/P10 disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.2,,
"SVN","Slovenia","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.8,,
"SVN","Slovenia","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"SVN","Slovenia","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.8,,
"SVN","Slovenia","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"SVN","Slovenia","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"SVN","Slovenia","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"SVN","Slovenia","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,3.8,,
"SVN","Slovenia","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,3.6,,
"SVN","Slovenia","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,3.6,,
"SVN","Slovenia","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,320874,,
"SVN","Slovenia","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,330150,,
"SVN","Slovenia","IND","Total number of individuals","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,337504,,
"AUS","Australia","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.287,,
"AUS","Australia","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.297,,
"AUS","Australia","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.279,,
"AUS","Australia","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.286,,
"AUT","Austria","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.335,,
"AUT","Austria","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.353,,
"AUT","Austria","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.29,,
"AUT","Austria","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.298,,
"AUT","Austria","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.329,,
"AUT","Austria","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.284,,
"BEL","Belgium","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.214,,
"BEL","Belgium","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.216,,
"BEL","Belgium","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.223,,
"BEL","Belgium","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.222,,
"BEL","Belgium","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.225,,
"BEL","Belgium","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.23,,
"CAN","Canada","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.306,,
"CAN","Canada","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.304,,
"CAN","Canada","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.305,,
"CAN","Canada","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.311,,
"CAN","Canada","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.295,,
"CAN","Canada","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.298,,
"CZE","Czech Republic","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.214,,
"CZE","Czech Republic","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.236,,
"CZE","Czech Republic","PMEAN5A","Mean Poverty gap after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.218,,
"CZE","Czech Republic","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.222,,
"CZE","Czech Republic","PMEAN6A","Mean Poverty gap after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.225,,
